"Mineral Name","Mineral Name (plain)","Mineral Name (HTML)","RRUFF Chemistry (plain)","IMA Chemistry (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)","RRUFF Chemistry (HTML)","IMA Chemistry (HTML)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements"
"Spionkopite","Spionkopite","Spionkopite","Cu1.32S","Cu39S28","Cu_1.32_S","Cu_39_S_28_","Cu<sub>1.32</sub>S","Cu<sub>39</sub>S<sub>28</sub>","Cu S","IMA1978-023","","4161","Canada","1978","Approved"," "," ","Goble R J (1980) Copper sulfides from Alberta: yarrowite Cu_9_S_8_ and spionkopite Cu_39_S_28_, The Canadian Mineralogist 18, 511-518","","2742","Cu S"
"Spiridonovite","Spiridonovite","Spiridonovite","(Cu1+1-xAg1+x)2Te2-, (x≈0.4)","(Cu1-xAgx)2Te, (x≈0.4)","(Cu^1+^_1-x_Ag^1+^_x_)_2_Te^2-^, (x≈0.4)","(Cu_1-x_Ag_x_)_2_Te, (x≈0.4)","(Cu<sup>1+</sup><sub>1-x</sub>Ag<sup>1+</sup><sub>x</sub>)<sub>2</sub>Te<sup>2-</sup>, (x≈0.4)","(Cu<sub>1-x</sub>Ag<sub>x</sub>)<sub>2</sub>Te, (x≈0.4)","Cu Ag Te","IMA2018-136","","6824","USA","2019","Approved","Fluorite"," ","Morana M, Bindi L (2019) Spiridonovite, (Cu_1-x_Ag_x_)_2_Te (x ≈ 0.4), a new telluride from the Good Hope mine, Vulcan, Colorado (U.S.A.). Minerals 9, 194","hexagonal","","Cu^1+ Ag^1+ Te^2-"
"Spodumene","Spodumene","Spodumene","LiAlSi2O6","LiAlSi2O6","LiAlSi_2_O_6_","LiAlSi_2_O_6_","LiAlSi<sub>2</sub>O<sub>6</sub>","LiAlSi<sub>2</sub>O<sub>6</sub>","Li Al Si O","","R040050 R050252 R060039","4164","Sweden","1800","Approved","Pyroxene","pyroxene","d’Andrada J B (1800) Der eigenschaften und kennzeichen einiger neuen fossilien aus Schweden und Norwegen nebst einigen chemischen bemerkungen ueber dieselben, Allgemeines Journal der Chemie 4, 28-39","monoclinic","3077","Li Al Si O"
"Spurrite","Spurrite","Spurrite","Ca5(SiO4)2(CO3)","Ca5(SiO4)2(CO3)","Ca_5_(SiO_4_)_2_(CO_3_)","Ca_5_(SiO_4_)_2_(CO_3_)","Ca<sub>5</sub>(SiO<sub>4</sub>)<sub>2</sub>(CO<sub>3</sub>)","Ca<sub>5</sub>(SiO<sub>4</sub>)<sub>2</sub>(CO<sub>3</sub>)","Ca Si O C","","R050236 R070632","4166","Mexico","1908","Grandfathered|Approved","Spurrite-Afwillite"," ","Wright F E (1908) On three contact minerals from Valardeña, Durango, Mexico. (Gehlenite, spurrite and hillebrandite), The American Journal of Science 176, 545-554","monoclinic","1750","Ca Si O C"
"Srilankite","Srilankite","Srilankite","Ti4+2Zr4+O6","Ti2ZrO6","Ti^4+^_2_Zr^4+^O_6_","Ti_2_ZrO_6_","Ti<sup>4+</sup><sub>2</sub>Zr<sup>4+</sup>O<sub>6</sub>","Ti<sub>2</sub>ZrO<sub>6</sub>","Ti Zr O","IMA1982-056","","4168","Sri Lanka","1982","Approved","Columbite","samarskite","Willgallis A, Siegmann E, Hettiaratchi T (1983) Srilankite, a new Zr-Ti-oxide mineral, Neues Jahrbuch für Mineralogie, Monatshefte 1983, 151-157","orthorhombic","413.6","Ti^4+ Zr^4+ O"
"Staněkite","Stanekite","Stan&#283;kite","Fe3+Mn2+O(PO4)","Fe3+Mn2+O(PO4)","Fe^3+^Mn^2+^O(PO_4_)","Fe^3+^Mn^2+^O(PO_4_)","Fe<sup>3+</sup>Mn<sup>2+</sup>O(PO<sub>4</sub>)","Fe<sup>3+</sup>Mn<sup>2+</sup>O(PO<sub>4</sub>)","Fe Mn O P","IMA1994-045","","4170","Namibia / France","1994","Approved","Wagnerite","wagnerite","Keller P, Fontan F, Velasco Roldan F, Melgarejo I Draper J C (1997) Staněkite, Fe^3+^(Mn,Fe^2+^,Mg)(PO_4_)O: a new phosphate mineral in pegmatites at Karibib (Namibia) and French Pyrénées (France), European Journal of Mineralogy 9, 475-482","monoclinic","2000","Fe^3+ Mn^2+ O P"
"Stanfieldite","Stanfieldite","Stanfieldite","Ca4Mg5(PO4)6","Ca4Mg5(PO4)6","Ca_4_Mg_5_(PO_4_)_6_","Ca_4_Mg_5_(PO_4_)_6_","Ca<sub>4</sub>Mg<sub>5</sub>(PO<sub>4</sub>)<sub>6</sub>","Ca<sub>4</sub>Mg<sub>5</sub>(PO<sub>4</sub>)<sub>6</sub>","Ca Mg P O","IMA1966-045","","4171","USA","1966","Approved"," "," ","Fuchs L H (1967) Stanfieldite: A new phosphate mineral from stony-iron meteorites, Science 158, 910-911","monoclinic","","Ca Mg P O"
"Stannite","Stannite","Stannite","Cu1+2Fe2+Sn4+S2-4","Cu2FeSnS4","Cu^1+^_2_Fe^2+^Sn^4+^S^2-^_4_","Cu_2_FeSnS_4_","Cu<sup>1+</sup><sub>2</sub>Fe<sup>2+</sup>Sn<sup>4+</sup>S<sup>2-</sup><sub>4</sub>","Cu<sub>2</sub>FeSnS<sub>4</sub>","Cu Fe Sn S","","R050187","4172","United Kingdom","1832","Grandfathered|Approved","Stannite","stannite","Beudant F S (1832) Stannine, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 416-417","tetragonal","4000","Cu^1+ Fe^2+ Sn^4+ S^2-"
"Stannoidite","Stannoidite","Stannoidite","Cu1+8Fe3+2(Fe2+,Zn2+)Sn4+2S2-12","Cu8(Fe,Zn)3Sn2S12","Cu^1+^_8_Fe^3+^_2_(Fe^2+^,Zn^2+^)Sn^4+^_2_S^2-^_12_","Cu_8_(Fe,Zn)_3_Sn_2_S_12_","Cu<sup>1+</sup><sub>8</sub>Fe<sup>3+</sup><sub>2</sub>(Fe<sup>2+</sup>,Zn<sup>2+</sup>)Sn<sup>4+</sup><sub>2</sub>S<sup>2-</sup><sub>12</sub>","Cu<sub>8</sub>(Fe,Zn)<sub>3</sub>Sn<sub>2</sub>S<sub>12</sub>","Cu Fe Zn Sn S","IMA1968-004a","R160066","4173","Japan","1968","Approved","Stannoidite"," ","Kato A (1969) Stannoidite, Cu<sub>5</sub>(Fe, Zn)<sub>2</sub>SnS<sub>8</sub>, a new stannite-like mineral from the Konjo mine, Okayama Prefecture, Japan, Bulletin National Science Museum, Tokyo 12, 165-172","orthorhombic","2716","Cu^1+ Fe^3+ Fe^2+ Zn^2+ Sn^4+ S^2-"
"Stannopalladinite","Stannopalladinite","Stannopalladinite","Pd3Sn2","Pd3Sn2 (?)","Pd_3_Sn_2_","Pd_3_Sn_2_ (?)","Pd<sub>3</sub>Sn<sub>2</sub>","Pd<sub>3</sub>Sn<sub>2</sub> (?)","Pd Sn","","","5108","Russia","1947","Grandfathered|Approved"," "," ","Maslenitzky I N, Faleev P V, Iskyul E V (1947) Tin-bearing minerals of the platinum group in sulfide copper-nickel ores, Doklady Akademii Nauk SSSR 58, 1137-1140","","2906","Pd Sn"
"Staurolite","Staurolite","Staurolite","Fe2+2Al9Si4O23(OH)","Fe2+2Al9Si4O23(OH)","Fe^2+^_2_Al_9_Si_4_O_23_(OH)","Fe^2+^_2_Al_9_Si_4_O_23_(OH)","Fe<sup>2+</sup><sub>2</sub>Al<sub>9</sub>Si<sub>4</sub>O<sub>23</sub>(OH)","Fe<sup>2+</sup><sub>2</sub>Al<sub>9</sub>Si<sub>4</sub>O<sub>23</sub>(OH)","Fe Al Si O H","","R050079 R080120","4176","unknown","1792","Grandfathered|Approved"," ","staurolite","Bergman T (1792) Staurolite, pierre de croix, Manuel du Minéralogiste; ou Sciagraphie du Règne Minéral 1, 298-300","monoclinic|orthorhombic","2906","Fe^2+ Al Si O H"
"Steacyite","Steacyite","Steacyite","K0.3(Na,Ca)2Th4+Si8O20","K0.3(Na,Ca)2ThSi8O20","K_0.3_(Na,Ca)_2_Th^4+^Si_8_O_20_","K_0.3_(Na,Ca)_2_ThSi_8_O_20_","K<sub>0.3</sub>(Na,Ca)<sub>2</sub>Th<sup>4+</sup>Si<sub>8</sub>O<sub>20</sub>","K<sub>0.3</sub>(Na,Ca)<sub>2</sub>ThSi<sub>8</sub>O<sub>20</sub>","K Na Ca Th Si O","IMA1981-E","R120037 R130053","4177","Canada","1981","Approved","Steacyite","iraqite","Perrault G, Szymanski J T (1982) Steacyite, a new name, and a re-evaluation of the nomenclature of ""ekanite""–group minerals, The Canadian Mineralogist 20, 59-63","tetragonal","1300","K Na Ca Th^4+ Si O"
"Steenstrupine-(Ce)","Steenstrupine-(Ce)","Steenstrupine-(Ce)","Na14Ce3+6Mn2+Mn3+Fe3+2Zr4+(P5+O4)7Si12O36(OH)2·3H2O","Na14Ce6Mn2+2Fe3+2Zr(PO4)7Si12O36(OH)2·3H2O","Na_14_Ce^3+^_6_Mn^2+^Mn^3+^Fe^3+^_2_Zr^4+^(P^5+^O_4_)_7_Si_12_O_36_(OH)_2_·3H_2_O","Na_14_Ce_6_Mn^2+^_2_Fe^3+^_2_Zr(PO_4_)_7_Si_12_O_36_(OH)_2_·3H_2_O","Na<sub>14</sub>Ce<sup>3+</sup><sub>6</sub>Mn<sup>2+</sup>Mn<sup>3+</sup>Fe<sup>3+</sup><sub>2</sub>Zr<sup>4+</sup>(P<sup>5+</sup>O<sub>4</sub>)<sub>7</sub>Si<sub>12</sub>O<sub>36</sub>(OH)<sub>2</sub>·3H<sub>2</sub>O","Na<sub>14</sub>Ce<sub>6</sub>Mn<sup>2+</sup><sub>2</sub>Fe<sup>3+</sup><sub>2</sub>Zr(PO<sub>4</sub>)<sub>7</sub>Si<sub>12</sub>O<sub>36</sub>(OH)<sub>2</sub>·3H<sub>2</sub>O","Na Ce Mn Fe Zr P O Si H","IMA1987 s.p.","R100205","4178","Denmark (Greenland)","1882","Approved|Renamed"," "," ","Lorenzen J (1882) On some minerals from the sodalite-syenite in the Juliane-haab district, south Greenland, Mineralogical Magazine 5, 49-70

Name changed from steenstrupine:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","hexagonal|monoclinic","1160","Na Ce^3+ Mn^2+ Mn^3+ Fe^3+ Zr^4+ P^5+ O Si H"
"Stellerite","Stellerite","Stellerite","Ca4(Si28Al8)O72·28H2O","Ca4(Si28Al8)O72·28H2O","Ca_4_(Si_28_Al_8_)O_72_·28H_2_O","Ca_4_(Si_28_Al_8_)O_72_·28H_2_O","Ca<sub>4</sub>(Si<sub>28</sub>Al<sub>8</sub>)O<sub>72</sub>·28H<sub>2</sub>O","Ca<sub>4</sub>(Si<sub>28</sub>Al<sub>8</sub>)O<sub>72</sub>·28H<sub>2</sub>O","Ca Si Al O H","","R040174 R060483 R070535","4180","Russia","1909","Approved"," ","zeolite","Morozewicz J (1909) Über stellerit, ein neues zeolithmineral, Bulletin International de l'Académie des Sciences de Cracovie, 344-359","orthorhombic|monoclinic","2500","Ca Si Al O H"
"Stenonite","Stenonite","Stenonite","Sr2Al(CO3)F5","Sr2Al(CO3)F5","Sr_2_Al(CO_3_)F_5_","Sr_2_Al(CO_3_)F_5_","Sr<sub>2</sub>Al(CO<sub>3</sub>)F<sub>5</sub>","Sr<sub>2</sub>Al(CO<sub>3</sub>)F<sub>5</sub>","Sr Al C O F","","","4182","Denmark (Greenland)","1962","Approved"," "," ","Pauly H (1962) Stenonite a new carbonate-fluoride from Ivigtut, South Greenland, Meddelelser om Grønland 169, 1-24","monoclinic","1275","Sr Al C O F"
"Stephanite","Stephanite","Stephanite","Ag1+5Sb3+S2-4","Ag5SbS4","Ag^1+^_5_Sb^3+^S^2-^_4_","Ag_5_SbS_4_","Ag<sup>1+</sup><sub>5</sub>Sb<sup>3+</sup>S<sup>2-</sup><sub>4</sub>","Ag<sub>5</sub>SbS<sub>4</sub>","Ag Sb S","","R050143 R050306 R050309","4184","Germany","1845","Grandfathered|Approved"," "," ","Haidinger W (1845) Zweite Klasse: Geogenide. XIV. Ordnung. Glanze. VIII. Melanglanz. Stephanit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 563-570","orthorhombic","4000","Ag^1+ Sb^3+ S^2-"
"Sternbergite","Sternbergite","Sternbergite","Ag1+Fe2S2-3","AgFe2S3","Ag^1+^Fe_2_S^2-^_3_","AgFe_2_S_3_","Ag<sup>1+</sup>Fe<sub>2</sub>S<sup>2-</sup><sub>3</sub>","AgFe<sub>2</sub>S<sub>3</sub>","Ag Fe S","","R110137","4187","Czech Republic","1827","Grandfathered|Approved","Cubanite"," ","Haidinger W (1827) On sternbergite, a new mineral species, The Edinburgh Journal of Science 7, 242-244","orthorhombic","2730","Ag^1+ Fe S^2-"
"Sterryite","Sterryite","Sterryite","Cu1+(Ag1+,Cu1+)3Pb2+19(Sb3+,As3+)22(As2)4+S2-56","Cu(Ag,Cu)3Pb19(Sb,As)22(As)2S56","Cu^1+^(Ag^1+^,Cu^1+^)_3_Pb^2+^_19_(Sb^3+^,As^3+^)_22_(As_2_)^4+^S^2-^_56_","Cu(Ag,Cu)_3_Pb_19_(Sb,As)_22_(As)_2_S_56_","Cu<sup>1+</sup>(Ag<sup>1+</sup>,Cu<sup>1+</sup>)<sub>3</sub>Pb<sup>2+</sup><sub>19</sub>(Sb<sup>3+</sup>,As<sup>3+</sup>)<sub>22</sub>(As<sub>2</sub>)<sup>4+</sup>S<sup>2-</sup><sub>56</sub>","Cu(Ag,Cu)<sub>3</sub>Pb<sub>19</sub>(Sb,As)<sub>22</sub>(As)<sub>2</sub>S<sub>56</sub>","Cu Ag Pb Sb As S","IMA1966-020","","4188","Canada","1966","Approved","Madocite"," ","Jambor J L (1967) New lead sulfantimonides from Madoc, Ontario. Part 2 - mineral descriptions, The Canadian Mineralogist 9, 191-213","monoclinic","1925","Cu^1+ Ag^1+ Pb^2+ Sb^3+ As^3+ As S^2-"
"Stevensite","Stevensite","Stevensite","(Ca,Na)xMg3-ySi4O10(OH)2","(Ca,Na)xMg3-ySi4O10(OH)2","(Ca,Na)_x_Mg_3-y_Si_4_O_10_(OH)_2_","(Ca,Na)_x_Mg_3-y_Si_4_O_10_(OH)_2_","(Ca,Na)<sub>x</sub>Mg<sub>3-y</sub>Si<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>","(Ca,Na)<sub>x</sub>Mg<sub>3-y</sub>Si<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>","Ca Na Mg Si O H","","R070332","4190","USA","1873","Questionable mineral species|Approved","Clay","smectite","The mineral is described but not named:
Leeds A R (1873) Contributions to mineralogy, American Journal of Science and Arts 6, 22-26

Name is published:
Chester A H (1896) Stevensite, in A Dictionary of the Names of Minerals including their History and Etymology, John Wiley and Sons (New York) 257-257","","2400","Ca Na Mg Si O H"
"Stibarsen","Stibarsen","Stibarsen","SbAs","SbAs","SbAs","SbAs","SbAs","SbAs","Sb As","","R060115 R070299","4192","Sweden","1941","Approved","Arsenic","arsenic","Wretblad P E (1941) Minerals of the Varuträsk Pegmatite. XX. Die Allemontite und das System As-Sb, Geologiska Föreningens i Stockholm Förhandlingar 63, 19-48","hexagonal","2816","Sb As"
"Stibiocolumbite","Stibiocolumbite","Stibiocolumbite","Sb3+Nb5+O4","SbNbO4","Sb^3+^Nb^5+^O_4_","SbNbO_4_","Sb<sup>3+</sup>Nb<sup>5+</sup>O<sub>4</sub>","SbNbO<sub>4</sub>","Sb Nb O","","","4195","USA","1915","Grandfathered|Approved"," ","cervantite","Ford W E (1915) Stibiocolumbite, in Third Appendix to the Sixth Edition of Dana's System of Mineralogy, John Wiley & Sons, Inc. (New York) 74-74","orthorhombic","488","Sb^3+ Nb^5+ O"
"Stibiopalladinite","Stibiopalladinite","Stibiopalladinite","Pd5Sb2","Pd5Sb2","Pd_5_Sb_2_","Pd_5_Sb_2_","Pd<sub>5</sub>Sb<sub>2</sub>","Pd<sub>5</sub>Sb<sub>2</sub>","Pd Sb","","","4198","South Africa","1927","Approved"," "," ","Adam H R (1927) A note on a new palladium mineral from the Potgietersrust platinum fields, The Journal of the Chemical, Metallurgical & Mining Society of South Africa 27, 249-250","hexagonal","3100","Pd Sb"
"Stibiotantalite","Stibiotantalite","Stibiotantalite","Sb3+Ta5+O4","Sb3+TaO4","Sb^3+^Ta^5+^O_4_","Sb^3+^TaO_4_","Sb<sup>3+</sup>Ta<sup>5+</sup>O<sub>4</sub>","Sb<sup>3+</sup>TaO<sub>4</sub>","Sb Ta O","","R050232 R050599","4199","Australia","1893","Grandfathered|Approved"," ","cervantite","Goyder G A (1893) On a new mineral (stibiotantalite), Transactions and Proceedings and Report of the Royal Society of South Australia 17, 127-128","orthorhombic","2962","Sb^3+ Ta^5+ O"
"Stibnite","Stibnite","Stibnite","Sb3+2S2-3","Sb2S3","Sb^3+^_2_S^2-^_3_","Sb_2_S_3_","Sb<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>3</sub>","Sb<sub>2</sub>S<sub>3</sub>","Sb S","","R050066 R050016 R120137","4201","unknown","1832","Grandfathered|Approved","Stibnite","stibnite","Beudant F S (1832) Stibine, antinoine sulfuré, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 421-424","orthorhombic","4000","Sb^3+ S^2-"
"Stichtite","Stichtite","Stichtite","Mg6Cr3+2CO3(OH)16·4H2O","Mg6Cr2(CO3)(OH)16·4H2O","Mg_6_Cr^3+^_2_CO_3_(OH)_16_·4H_2_O","Mg_6_Cr_2_(CO_3_)(OH)_16_·4H_2_O","Mg<sub>6</sub>Cr<sup>3+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>16</sub>·4H<sub>2</sub>O","Mg<sub>6</sub>Cr<sub>2</sub>(CO<sub>3</sub>)(OH)<sub>16</sub>·4H<sub>2</sub>O","Mg Cr C O H","","R050328 R050475 R060675","4202","Australia","1910","Approved|Redefined","Hydrotalcite","hydrotalcite","Petterd W F (1910) Stichtite (carbonatohydrate of magnesium, chrome and iron), in Catalog of the Minerals of Tasmania 3rd Edition, J. Vail Hobart 167-169","hexagonal","3640","Mg Cr^3+ C O H"
"Stilbite-Ca","Stilbite-Ca","Stilbite-Ca","NaCa4(Si27Al9)O72·28H2O","NaCa4(Si27Al9)O72·28H2O","NaCa_4_(Si_27_Al_9_)O_72_·28H_2_O","NaCa_4_(Si_27_Al_9_)O_72_·28H_2_O","NaCa<sub>4</sub>(Si<sub>27</sub>Al<sub>9</sub>)O<sub>72</sub>·28H<sub>2</sub>O","NaCa<sub>4</sub>(Si<sub>27</sub>Al<sub>9</sub>)O<sub>72</sub>·28H<sub>2</sub>O","Na Ca Si Al O H","","R050012 R050106","4203","Iceland / Germany / France / Norway","1801","Approved"," ","zeolite-stilbite series","Haüy R J (1801) Stilbite, Traité de minéralogie 3, 161-166

Name changed from stilbite:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the Subcommittee on Zeolites of the International Mineralogical Association, Commission on New Minerals and Mineral Names, The Canadian Mineralogist 35, 1571-1606","monoclinic|orthorhombic","2816","Na Ca Si Al O H"
"Stilbite-Na","Stilbite-Na","Stilbite-Na","Na9(Si27Al9)O72·28H2O","Na9(Si27Al9)O72·28H2O","Na_9_(Si_27_Al_9_)O_72_·28H_2_O","Na_9_(Si_27_Al_9_)O_72_·28H_2_O","Na<sub>9</sub>(Si<sub>27</sub>Al<sub>9</sub>)O<sub>72</sub>·28H<sub>2</sub>O","Na<sub>9</sub>(Si<sub>27</sub>Al<sub>9</sub>)O<sub>72</sub>·28H<sub>2</sub>O","Na Si Al O H","","","4204","Italy","1997","Approved"," ","zeolite-stilbite series","Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the Subcommittee on Zeolites of the International Mineralogical Association, Commission on New Minerals and Mineral Names, The Canadian Mineralogist 35, 1571-1606","monoclinic","541","Na Si Al O H"
"Stilleite","Stilleite","Stilleite","Zn2+Se2-","ZnSe","Zn^2+^Se^2-^","ZnSe","Zn<sup>2+</sup>Se<sup>2-</sup>","ZnSe","Zn Se","","","4205","Democratic Republic of the Congo","1956","Grandfathered|Approved","Sphalerite","sphalerite","Ramdohr P (1956) Stilleit, ein neues Mineral, natürliches Zinkselenid, von Shinkolobwe, Zeitschrift der Deutschen Geologischen Gesellschaft 1, 481-483","cubic","1800","Zn^2+ Se^2-"
"Stillwaterite","Stillwaterite","Stillwaterite","Pd8As3","Pd8As3","Pd_8_As_3_","Pd_8_As_3_","Pd<sub>8</sub>As<sub>3</sub>","Pd<sub>8</sub>As<sub>3</sub>","Pd As","IMA1974-029","","4206","USA","1974","Approved","Stillwaterite"," ","Cabri L J, Laflamme J H G, Stewart J M, Rowland J F, Chen T T (1975) New data on some palladium arsenides and antimonides, The Canadian Mineralogist 13, 321-335","hexagonal","2906","Pd As"
"Stillwellite-(Ce)","Stillwellite-(Ce)","Stillwellite-(Ce)","CeBSiO5","CeBSiO5","CeBSiO_5_","CeBSiO_5_","CeBSiO<sub>5</sub>","CeBSiO<sub>5</sub>","Ce B Si O","IMA1987 s.p.","R060899 R060911","4207","Australia","1955","Approved|Renamed"," "," ","McAndrew J, Scott T R (1955) Stillwellite, a new rare-earth mineral from Queensland, Nature 176, 509-510

Name changed from stillwellite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","hexagonal","2605","Ce B Si O"
"Stilpnomelane","Stilpnomelane","Stilpnomelane","(K,Ca,Na)(Fe2+,Mg,Al,Fe3+)8(Si,Al)12(O,OH)36·nH2O","(K,Ca,Na)(Fe,Mg,Al)8(Si,Al)12(O,OH)36·nH2O","(K,Ca,Na)(Fe^2+^,Mg,Al,Fe^3+^)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O","(K,Ca,Na)(Fe,Mg,Al)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O","(K,Ca,Na)(Fe<sup>2+</sup>,Mg,Al,Fe<sup>3+</sup>)<sub>8</sub>(Si,Al)<sub>12</sub>(O,OH)<sub>36</sub>·nH<sub>2</sub>O","(K,Ca,Na)(Fe,Mg,Al)<sub>8</sub>(Si,Al)<sub>12</sub>(O,OH)<sub>36</sub>·nH<sub>2</sub>O","K Ca Na Fe Mg Al Si O H","","R060334 R070696 R110195","4208","Poland / Czech Republic","1827","Approved","Clay","smectite","Glocker E F, (1827) Beschreibung des Stilpnomelan, eines neuen schlesischen Fossils, in Beyträge zur Mineralogischen Kenntniss der Sudetenländer Insbesondere Schlesiens, Josef Mar und Komp (Breslau) 68-74","triclinic","2932","K Ca Na Fe^2+ Mg Al Fe^3+ Si O H"
"Stishovite","Stishovite","Stishovite","SiO2","SiO2","SiO_2_","SiO_2_","SiO<sub>2</sub>","SiO<sub>2</sub>","Si O","","R070183 R080042","4209","USA","1962","Approved"," ","rutile","Chao E C T, Fahey J J, Littler J, Milton D J (1962) Stishovite, SiO_2_, a very high pressure new mineral from Meteor Crater, Arizona, Journal of Geophysical Research 67, 419-421","tetragonal","","Si O"
"Stistaite","Stistaite","Stistaite","SnSb","SnSb","SnSb","SnSb","SnSb","SnSb","Sn Sb","IMA1969-039","","4210","Uzbekistan","1969","Approved","Rocksalt"," ","Nikolaeva E P, Grigorenko V A, Gatarkina S D, Tsypkina P E (1970) New natural intermetallic compounds of tin, antimony, and copper, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 99(1), 68-70","hexagonal|cubic","2038","Sn Sb"
"Stokesite","Stokesite","Stokesite","CaSn4+Si3O9·2H2O","CaSnSi3O9·2H2O","CaSn^4+^Si_3_O_9_·2H_2_O","CaSnSi_3_O_9_·2H_2_O","CaSn<sup>4+</sup>Si<sub>3</sub>O<sub>9</sub>·2H<sub>2</sub>O","CaSnSi<sub>3</sub>O<sub>9</sub>·2H<sub>2</sub>O","Ca Sn Si O H","","R060587","4212","United Kingdom","1900","Grandfathered|Approved"," "," ","Hutchinson A (1900) On stokesite, a new mineral containing tin, from Cornwall, Mineralogical Magazine 12, 274-281","orthorhombic","2058","Ca Sn^4+ Si O H"
"Strätlingite","Stratlingite","Str&#228;tlingite","Ca2Al(Si,Al)2O2(OH)10·2.25H2O","Ca2Al(Si,Al)2O2(OH)10·2.25H2O","Ca_2_Al(Si,Al)_2_O_2_(OH)_10_·2.25H_2_O","Ca_2_Al(Si,Al)_2_O_2_(OH)_10_·2.25H_2_O","Ca<sub>2</sub>Al(Si,Al)<sub>2</sub>O<sub>2</sub>(OH)<sub>10</sub>·2.25H<sub>2</sub>O","Ca<sub>2</sub>Al(Si,Al)<sub>2</sub>O<sub>2</sub>(OH)<sub>10</sub>·2.25H<sub>2</sub>O","Ca Al Si O H","IMA1975-031","","4220","Germany","1975","Approved"," "," ","Hentschel G, Kuzel H J (1976) Strätlingit, 2CaO·Al_2_O_3_·SiO_2_·8H_2_O, ein neues Mineral, Neues Jahrbuch für Mineralogie, Monatshefte 1976, 326-330","hexagonal","354","Ca Al Si O H"
"Strengite","Strengite","Strengite","Fe3+PO4·2H2O","Fe3+(PO4)·2H2O","Fe^3+^PO_4_·2H_2_O","Fe^3+^(PO_4_)·2H_2_O","Fe<sup>3+</sup>PO<sub>4</sub>·2H<sub>2</sub>O","Fe<sup>3+</sup>(PO<sub>4</sub>)·2H<sub>2</sub>O","Fe P O H","","R040177 R070590","4222","Germany","1877","Grandfathered|Approved"," ","scorodite","Nies A (1877) Strengit, ein neues Mineral, Neues Jahrbuch für Mineralogie, Geologie und Palaontologie 1877, 8-16","orthorhombic","3110","Fe^3+ P O H"
"Stromeyerite","Stromeyerite","Stromeyerite","Cu1+Ag1+S2-","CuAgS","Cu^1+^Ag^1+^S^2-^","CuAgS","Cu<sup>1+</sup>Ag<sup>1+</sup>S<sup>2-</sup>","CuAgS","Cu Ag S","","R060909 R060908","4224","Czech Republic","1832","Grandfathered|Approved"," "," ","Beudant F S (1832) Stromeÿerine, sulfure d’argent et cuivre, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 410-411","orthorhombic","4000","Cu^1+ Ag^1+ S^2-"
"Stronadelphite","Stronadelphite","Stronadelphite","Sr5(PO4)3F","Sr5(PO4)3F","Sr_5_(PO_4_)_3_F","Sr_5_(PO_4_)_3_F","Sr<sub>5</sub>(PO<sub>4</sub>)<sub>3</sub>F","Sr<sub>5</sub>(PO<sub>4</sub>)<sub>3</sub>F","Sr P O F","IMA2008-009","","5668","Russia","2008","Approved","Apatite"," ","Pekov I V, Britvin S N, Zubkova N V, Pushcharovsky D Y, Pasero M, Merlino S (2010) Stronadelphite, Sr_5_(PO_4_)_3_F, a new apatite-group mineral, European Journal of Mineralogy 22, 869-874","hexagonal","413.6","Sr P O F"
